,sentence,events
515,But even continued economic success carries political and social risks for the government and the people. The government's rejection of the last-minute public-led effort to avoid further job losses enabled them to seize the initiative from an economy seemingly bent on dictating terms.,"

(economic success, risks)
(rejection, job losses)"
516," ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)"
517,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from acquiring weapons of mass destruction.,"

(Embargo, Weapons)"
518," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from committing human rights abuses.","

(Arms embargo, Destabilizing)
(Arms embargo, Abuses)"
519," ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from violating human rights.","

(Arms embargo, Destabilizing)
(Economic sanctions, Nuclear weapons)
(Arms embargo, Destabilizing)
(Economic sanctions, Violating)"
520,The United States has imposed a travel ban on citizens of certain countries in an effort to prevent terrorism.,"

(Travel, Terrorism)"
521," ,The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of social media and increased penalties for those who engage in hate speech. ,The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and increased penalties for those who engage in corrupt activities. ,The government has implemented a series of measures to prevent the spread of money laundering, including increased scrutiny of financial transactions and increased penalties for those who engage in money laundering.","

(Monitoring,Hate Speech)
(Transparency,Corruption)
(Scrutiny,Money Laundering)"
522," ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from supporting human rights abuses. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and conflict.","

(Sanctions,Abuses)
(Embargo,Violence)"
523,The United States has imposed sanctions on certain countries in an effort to prevent the spread of nuclear weapons.,"

Trigger1: Sanctions (Trigger1)
Trigger2: Spread (Trigger2)"
524," ,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting terrorist activities. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses. ,The United Nations has passed a resolution calling for an immediate end to the use of child soldiers, in an effort to prevent further human rights violations. ,The U.S. government has also taken steps to protect the nation's financial system from the effects of a prolonged war in the Persian Gulf. ,The government has implemented a series of laws to prevent discrimination against minority groups. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from acquiring weapons of mass destruction.","

Sanctions (trigger1) and Terrorism (trigger2)
Embargo (trigger1) and Violence (trigger2)
Resolution (trigger1) and Child Soldiers (trigger2)
Protect (trigger1) and War (trigger2)
Laws (trigger1) and Discrimination (trigger2)
Embargo (trigger1) and Weapons (trigger2)"
