,sentence,events
114,"The United Nations Security Council's authorization of the use of force against Iraq in response to its invasion of Kuwait provided the legal basis for the coalition's military action.,The United States and its allies sought to restore the sovereignty, independence, and territorial integrity of Kuwait, and to restore peace and security in the region.,The United States and its allies sought to ensure that Iraq would not be able to threaten its neighbors or the world with weapons of mass destruction.,The United States and its allies sought to ensure that Iraq would not be able to use its oil resources to threaten its neighbors or the world.,The United States and its allies sought to ensure that Iraq would not be able to use its military forces to threaten its neighbors or the world.","(authorization,restore)
(sought,ensure)
(sought,ensure)
(sought,ensure)
(sought,ensure)"
115," ,The European Union has passed a new law that requires all member states to reduce their carbon emissions by 30% by ",trigger1: law (trigger2: reduce)
116," ,The European Union has committed to reducing its greenhouse gas emissions by at least 40% by  ,The United Nations has launched a new initiative to promote sustainable development and reduce poverty. ,The World Bank has announced a new program to provide financial assistance to developing countries to help them transition to a low-carbon economy.","(eu, reduce)
(un, promote)
(world, provide)"
117,"Prime Minister Margaret Thatcher might have been willing to consider any request from Jaguar Chairman Sir John Egan to lift the restrictions early, allowing General Motors to acquire more than 15% or launch a friendly takeover bid against Ford. ",(request) (lift)
118,"The White House revealed yesterday that the deposed Kuwaiti government had formally requested the U.S. to enforce the full trade embargo imposed by the United Nations on Iraq, allowing the U.S. and other countries to start blocking ships carrying Iraqi goods immediately. ",(request) (enforce)
119,The Canadian government declared a new tax credit for small businesses to help them cover the costs of hiring new staff.,"trigger1: tax (credit)
trigger2: hire (staff)"
120," ,The United Nations Security Council has unanimously adopted a resolution to impose sanctions on North Korea for its nuclear weapons program.",trigger1: sanctions (trigger2: nuclear)
121,"The European Union yesterday announced a new set of sanctions against Russia, including a ban on the import of certain goods and services from the country.",trigger1: sanctions (trigger2: import)
122,The company has also announced that it will be investing in new technology projects to improve the efficiency of its operations.,"trigger1 (investing)
trigger2 (improve)"
123,"The European Union has passed a new law that requires all member states to reduce their carbon emissions by 20% by ,","trigger1 (law)
trigger2 (reduce)"
124,"The United States Congress has passed a bill that will provide $2 billion in funding for renewable energy research and development.,",trigger1: bill (trigger2: funding)
125,"The United Kingdom has announced a new policy that will provide free college tuition for all students from low-income households.,","trigger1: (policy)
trigger2: (tuition)"
126,The United Nations has adopted a resolution that calls for an end to the use of child soldiers in armed conflicts around the world.,trigger1: resolution (trigger2: end)
